table#predicate#cardinality
movie_companies mc#mc.company_id,=,71881#62
movie_keyword mk#mk.keyword_id,>,79391#113737
movie_keyword mk#mk.keyword_id,<,562#681653
title t#t.kind_id,=,7,t.production_year,>,2007#518327
movie_keyword mk#mk.keyword_id,=,103168#2
title t#t.kind_id,=,4,t.production_year,=,2012#5186
movie_info mi#mi.info_type_id,=,105#121863
movie_info_idx mi_idx#mi_idx.info_type_id,=,99#459925
cast_info ci#ci.person_id,=,642522,ci.role_id,<,8#101
movie_keyword mk#mk.keyword_id,=,15488#16
title t#t.kind_id,<,7,t.production_year,<,1984#334539
title t#t.kind_id,=,7,t.production_year,>,1913#1478439
movie_companies mc#mc.company_id,>,69766,mc.company_type_id,<,2#1168
cast_info ci#ci.person_id,>,3064628#5797038
title t#t.kind_id,=,2#90852
title t#t.kind_id,=,1,t.production_year,=,2009#28104
title t#t.kind_id,=,7,t.production_year,>,1988#1189548
movie_info_idx mi_idx#mi_idx.info_type_id,>,101#260
cast_info ci#ci.person_id,=,2435219,ci.role_id,>,1#161
title t#t.production_year,=,2004#84593
cast_info ci#ci.role_id,=,4#2728943
cast_info ci#ci.person_id,<,1404176,ci.role_id,>,3#2880385
cast_info ci#ci.role_id,<,11#35928226
movie_keyword mk#mk.keyword_id,>,74318#145378
title t#t.production_year,=,1985#18391
movie_companies mc#mc.company_id,>,4834#1602754
movie_keyword mk#mk.keyword_id,>,7634#1823955
movie_keyword mk#mk.keyword_id,=,14698#39
movie_companies mc#mc.company_id,>,61606#622422
cast_info ci#ci.person_id,<,453826#4684740
cast_info ci#ci.person_id,<,3257186,ci.role_id,=,1#12670688
title t#t.kind_id,>,3,t.production_year,>,1985#1351187
movie_info mi#mi.info_type_id,<,47#13669232
title t#t.production_year,=,1992#24917
title t#t.kind_id,<,7,t.production_year,<,2010#793943
title t#t.kind_id,=,7#1543264
title t#t.kind_id,<,7,t.production_year,>,2004#368246
movie_keyword mk#mk.keyword_id,<,813#849012
movie_keyword mk#mk.keyword_id,=,3666#3052
cast_info ci#ci.person_id,<,1445767,ci.role_id,<,3#10579467
movie_info_idx mi_idx#mi_idx.info_type_id,>,100#460185
movie_info mi#mi.info_type_id,>,2#12744652
cast_info ci#ci.person_id,=,3374181,ci.role_id,>,2#1
movie_info mi#mi.info_type_id,<,8#7286865
movie_companies mc#mc.company_id,=,6061#25
movie_info mi#mi.info_type_id,>,13#5869026
movie_keyword mk#mk.keyword_id,=,6226#1517
movie_keyword mk#mk.keyword_id,>,335#4087742
movie_info mi#mi.info_type_id,>,6#8950757
movie_keyword mk#mk.keyword_id,>,1556#3295557
movie_keyword mk#mk.keyword_id,=,196#6516
cast_info ci#ci.role_id,<,5#26859641
movie_companies mc#mc.company_id,=,386,mc.company_type_id,<,2#61
movie_keyword mk#mk.keyword_id,>,3365#2576640
title t#t.kind_id,=,2,t.production_year,>,2013#86
movie_companies mc#mc.company_id,=,80227#185
title t#t.kind_id,=,1,t.production_year,>,2012#22021
cast_info ci#ci.person_id,=,3706835,ci.role_id,>,1#183
movie_companies mc#mc.company_id,<,22189,mc.company_type_id,>,1#559961
movie_keyword mk#mk.keyword_id,<,19732#3557259
movie_companies mc#mc.company_id,=,7777,mc.company_type_id,=,1#6
movie_keyword mk#mk.keyword_id,=,61147#155
movie_keyword mk#mk.keyword_id,<,382#520878
cast_info ci#ci.person_id,<,1323260,ci.role_id,=,2#2241
cast_info ci#ci.person_id,<,2453800,ci.role_id,<,5#21202743
movie_info mi#mi.info_type_id,=,6#474443
movie_info mi#mi.info_type_id,=,65#6620
cast_info ci#ci.role_id,>,10#316118
title t#t.kind_id,>,1,t.production_year,>,2007#602533
title t#t.kind_id,=,7,t.production_year,=,2013#40120
movie_keyword mk#mk.keyword_id,<,12321#3161861
movie_info mi#mi.info_type_id,>,8#6223494
title t#t.production_year,<,2008#1671292
movie_keyword mk#mk.keyword_id,>,4436#2320119
movie_info mi#mi.info_type_id,=,66#6536
movie_keyword mk#mk.keyword_id,=,16264#58448
movie_info mi#mi.info_type_id,>,4#9911754
movie_info mi#mi.info_type_id,<,106#14528932
movie_keyword mk#mk.keyword_id,>,270#4190264
movie_info mi#mi.info_type_id,>,3#11210743
title t#t.kind_id,=,7,t.production_year,<,2005#738761
movie_keyword mk#mk.keyword_id,=,57196#16
movie_companies mc#mc.company_type_id,>,1#1334883
movie_keyword mk#mk.keyword_id,=,3329#242
cast_info ci#ci.person_id,>,1343554#22596003
movie_info mi#mi.info_type_id,=,78#6569
movie_keyword mk#mk.keyword_id,<,317#354824
movie_keyword mk#mk.keyword_id,=,11764#1358
movie_info mi#mi.info_type_id,<,2#802140
title t#t.production_year,=,2006#108429
movie_keyword mk#mk.keyword_id,=,2837#2830
movie_companies mc#mc.company_id,<,2609#877826
movie_keyword mk#mk.keyword_id,=,1114#992
movie_info mi#mi.info_type_id,=,15#598457
title t#t.kind_id,=,3#100537
movie_keyword mk#mk.keyword_id,<,38340#4060230
movie_keyword mk#mk.keyword_id,<,3663#2063974
movie_companies mc#mc.company_id,<,14541#1541216
cast_info ci#ci.person_id,=,1224851,ci.role_id,<,10#308
cast_info ci#ci.person_id,>,950467#26575758
movie_keyword mk#mk.keyword_id,>,5461#2141525
movie_companies mc#mc.company_type_id,=,2#1334883
movie_companies mc#mc.company_id,>,38382,mc.company_type_id,=,1#48706
movie_keyword mk#mk.keyword_id,=,53776#21
movie_companies mc#mc.company_id,<,57118#1969057
movie_companies mc#mc.company_id,<,1075#671219
movie_info mi#mi.info_type_id,=,2#1288928
title t#t.kind_id,=,4#118234
movie_keyword mk#mk.keyword_id,<,18558#3523966
movie_keyword mk#mk.keyword_id,<,4228#2173075
cast_info ci#ci.person_id,=,1618765,ci.role_id,<,5#29
title t#t.kind_id,>,1#1865487
cast_info ci#ci.person_id,<,1246609#12634568
movie_info mi#mi.info_type_id,=,16#3036719
cast_info ci#ci.person_id,>,3058239,ci.role_id,>,1#5859488
cast_info ci#ci.person_id,<,2796982#27248481
cast_info ci#ci.person_id,<,295830,ci.role_id,=,1#2195173
title t#t.kind_id,=,1,t.production_year,=,1975#4371
movie_info mi#mi.info_type_id,=,17#368218
cast_info ci#ci.person_id,=,2639997#15
movie_keyword mk#mk.keyword_id,=,15560#249
movie_companies mc#mc.company_id,=,11662,mc.company_type_id,=,1#274
cast_info ci#ci.person_id,<,2769578,ci.role_id,=,1#12670688
movie_keyword mk#mk.keyword_id,<,10392#2989179
title t#t.production_year,>,1927#2346476
title t#t.kind_id,<,7,t.production_year,=,1967#5783
movie_companies mc#mc.company_id,>,8307,mc.company_type_id,=,2#968199
movie_companies mc#mc.company_id,=,55734,mc.company_type_id,=,1#7
movie_companies mc#mc.company_id,<,117433,mc.company_type_id,=,1#1274246
movie_info mi#mi.info_type_id,=,107#147487
movie_companies mc#mc.company_id,=,13165#1508
cast_info ci#ci.person_id,<,584150,ci.role_id,=,3#458682
cast_info ci#ci.person_id,>,1539363,ci.role_id,=,10#3712500
title t#t.production_year,<,2005#1348293
title t#t.kind_id,=,7,t.production_year,=,2012#110402
movie_keyword mk#mk.keyword_id,<,6683#2577325
cast_info ci#ci.person_id,=,3254735#1
movie_keyword mk#mk.keyword_id,=,335#72496
cast_info ci#ci.person_id,<,2593187,ci.role_id,<,2#12670688
title t#t.kind_id,<,3,t.production_year,>,1982#447610
movie_keyword mk#mk.keyword_id,=,82955#3
title t#t.kind_id,<,7,t.production_year,=,1997#12969
movie_keyword mk#mk.keyword_id,=,2059#148
movie_companies mc#mc.company_id,<,160,mc.company_type_id,=,1#224384
movie_keyword mk#mk.keyword_id,>,9109#1631545
movie_companies mc#mc.company_id,<,160#292877
title t#t.kind_id,<,7#985048
cast_info ci#ci.person_id,<,2914126#28639690
cast_info ci#ci.role_id,<,6#27758030
title t#t.production_year,<,1984#568449
cast_info ci#ci.person_id,>,4211,ci.role_id,<,9#30483362
cast_info ci#ci.person_id,=,1399345#575
movie_companies mc#mc.company_id,<,741#613107
cast_info ci#ci.person_id,<,2888989#28349763
movie_keyword mk#mk.keyword_id,=,3509#706
title t#t.production_year,>,2006#904491
title t#t.production_year,>,2003#1192518
movie_keyword mk#mk.keyword_id,<,10980#3036735
movie_companies mc#mc.company_id,<,71095,mc.company_type_id,=,1#1274246
movie_keyword mk#mk.keyword_id,<,26295#3807687
movie_companies mc#mc.company_id,>,73#2388249
movie_keyword mk#mk.keyword_id,=,2888#3641
movie_companies mc#mc.company_id,=,538#521
movie_info mi#mi.info_type_id,>,105#306788
cast_info ci#ci.person_id,>,845129,ci.role_id,<,10#23374334
cast_info ci#ci.person_id,>,1211028,ci.role_id,>,3#9643758
movie_companies mc#mc.company_id,>,67#2402157
movie_companies mc#mc.company_id,>,13909,mc.company_type_id,=,2#857522
title t#t.kind_id,=,2,t.production_year,<,1985#18494
title t#t.production_year,<,1987#622851
movie_keyword mk#mk.keyword_id,>,1570#3288574
movie_keyword mk#mk.keyword_id,<,479#621177
cast_info ci#ci.person_id,<,1308097#13268418
title t#t.kind_id,=,7,t.production_year,>,2004#739679
movie_companies mc#mc.company_id,<,1784#803816
cast_info ci#ci.person_id,=,504055,ci.role_id,=,10#6
title t#t.production_year,<,2013#2388876
movie_info mi#mi.info_type_id,=,8#1325361
movie_keyword mk#mk.keyword_id,>,1071#3455388
movie_info mi#mi.info_type_id,=,94#68025
title t#t.kind_id,<,7,t.production_year,>,2013#3378
movie_keyword mk#mk.keyword_id,=,50621#4
movie_keyword mk#mk.keyword_id,=,92203#1
title t#t.kind_id,>,4,t.production_year,=,2012#110779
title t#t.kind_id,=,1,t.production_year,<,1938#135835
movie_keyword mk#mk.keyword_id,=,1743#2488
movie_companies mc#mc.company_id,=,159,mc.company_type_id,=,1#4375
cast_info ci#ci.role_id,>,4#9384703
title t#t.kind_id,=,7,t.production_year,<,2010#1128906
cast_info ci#ci.person_id,>,1017983,ci.role_id,>,3#10015253
cast_info ci#ci.person_id,=,2002826,ci.role_id,=,2#1
movie_info mi#mi.info_type_id,=,1#802140
title t#t.kind_id,>,1,t.production_year,=,1996#30647
movie_info mi#mi.info_type_id,>,5#9425200
title t#t.production_year,<,1933#122932
movie_info mi#mi.info_type_id,<,6#5410520
movie_info mi#mi.info_type_id,<,5#4923966
title t#t.kind_id,>,4,t.production_year,<,2008#970290
title t#t.kind_id,>,4,t.production_year,<,2006#810813
cast_info ci#ci.person_id,=,681768,ci.role_id,>,2#3
title t#t.kind_id,<,3,t.production_year,=,1998#9093
movie_info mi#mi.info_type_id,<,9#8612226
cast_info ci#ci.person_id,<,630528#6531299
cast_info ci#ci.person_id,=,1498381,ci.role_id,>,3#159
cast_info ci#ci.person_id,=,3037770,ci.role_id,>,1#3
cast_info ci#ci.role_id,<,10#31605208
movie_companies mc#mc.company_id,<,297,mc.company_type_id,>,1#98705
title t#t.kind_id,>,1,t.production_year,=,2012#124747
movie_companies mc#mc.company_id,<,7340,mc.company_type_id,=,1#747960
movie_keyword mk#mk.keyword_id,>,38432#462371
movie_companies mc#mc.company_id,>,2829#1713152
movie_info mi#mi.info_type_id,>,107#50267
movie_keyword mk#mk.keyword_id,>,1658#3240738
movie_companies mc#mc.company_id,=,88037#3
movie_info mi#mi.info_type_id,>,103#465636
movie_companies mc#mc.company_id,<,160088#2513305
cast_info ci#ci.person_id,>,1421781,ci.role_id,=,2#7449332
title t#t.kind_id,>,1,t.production_year,<,2011#1507233
movie_companies mc#mc.company_id,>,6008,mc.company_type_id,=,1#551301
movie_keyword mk#mk.keyword_id,<,784#809825
movie_keyword mk#mk.keyword_id,<,8441#2818502
title t#t.production_year,=,1983#15489
movie_companies mc#mc.company_id,>,12413,mc.company_type_id,>,1#881655
title t#t.production_year,>,1988#1793384
title t#t.production_year,<,2011#2064552
title t#t.kind_id,=,7,t.production_year,<,1917#1
movie_companies mc#mc.company_id,>,6429#1543321
movie_info mi#mi.info_type_id,>,7#7548855
title t#t.kind_id,=,1,t.production_year,<,2006#440029
movie_keyword mk#mk.keyword_id,>,4196#2354381
movie_companies mc#mc.company_id,<,89478#2270484
movie_keyword mk#mk.keyword_id,>,347#4070600
movie_keyword mk#mk.keyword_id,>,5720#2100878
movie_companies mc#mc.company_id,=,59745,mc.company_type_id,=,2#5
movie_keyword mk#mk.keyword_id,<,3244#1894831
movie_keyword mk#mk.keyword_id,<,6342#2536889
title t#t.production_year,=,1998#46583
cast_info ci#ci.person_id,<,1363160#13844020
title t#t.kind_id,>,1,t.production_year,<,1956#25797
cast_info ci#ci.role_id,=,2#7451973
movie_companies mc#mc.company_id,<,15757#1582854
movie_keyword mk#mk.keyword_id,>,3511#2536025
movie_keyword mk#mk.keyword_id,>,7663#1810579
movie_info mi#mi.info_type_id,<,17#12601870
cast_info ci#ci.person_id,<,458109#4724924
movie_companies mc#mc.company_id,=,102010,mc.company_type_id,=,2#56
movie_info mi#mi.info_type_id,<,7#5884963
movie_keyword mk#mk.keyword_id,=,18763#37
movie_companies mc#mc.company_id,<,77502,mc.company_type_id,=,2#887467
movie_companies mc#mc.company_id,>,1700,mc.company_type_id,<,2#720902
title t#t.production_year,>,2007#784926
cast_info ci#ci.role_id,<,4#24130698
cast_info ci#ci.person_id,<,3935810,ci.role_id,=,2#7451973
movie_keyword mk#mk.keyword_id,=,1302#1285
movie_companies mc#mc.company_id,<,14486,mc.company_type_id,=,2#492874
movie_keyword mk#mk.keyword_id,=,7376#117
movie_keyword mk#mk.keyword_id,>,7990#1746306
movie_keyword mk#mk.keyword_id,=,12346#838
title t#t.production_year,>,2011#231649
movie_keyword mk#mk.keyword_id,>,1753#3174622
cast_info ci#ci.person_id,=,3585522#132
movie_keyword mk#mk.keyword_id,<,486#625964
cast_info ci#ci.person_id,=,2426822,ci.role_id,>,1#28
movie_keyword mk#mk.keyword_id,=,3515#194
movie_keyword mk#mk.keyword_id,=,1549#860
movie_keyword mk#mk.keyword_id,=,2891#4408
title t#t.kind_id,<,4#854214
movie_companies mc#mc.company_id,>,219,mc.company_type_id,=,2#1248279
movie_keyword mk#mk.keyword_id,>,21151#872991
title t#t.kind_id,<,7,t.production_year,<,1902#9434
movie_companies mc#mc.company_id,>,2293,mc.company_type_id,=,2#1086413
title t#t.kind_id,=,7,t.production_year,=,1996#24301
movie_info mi#mi.info_type_id,>,98#543367
movie_companies mc#mc.company_id,<,53264,mc.company_type_id,<,2#1252520
cast_info ci#ci.person_id,<,845392,ci.role_id,>,1#2395913
movie_companies mc#mc.company_id,=,3571,mc.company_type_id,=,1#255
movie_companies mc#mc.company_id,=,846#10163
movie_keyword mk#mk.keyword_id,>,8149#1733508
cast_info ci#ci.person_id,=,3725337,ci.role_id,>,2#547
cast_info ci#ci.person_id,>,2381319#12961722
movie_keyword mk#mk.keyword_id,<,574#692553
title t#t.kind_id,=,7,t.production_year,>,1995#1074493
movie_keyword mk#mk.keyword_id,<,43544#4126336
cast_info ci#ci.person_id,=,2059012#232
movie_companies mc#mc.company_id,=,14353#326
movie_keyword mk#mk.keyword_id,<,2523#1652330
title t#t.kind_id,<,7,t.production_year,>,2009#183835
movie_keyword mk#mk.keyword_id,=,4649#1436
movie_keyword mk#mk.keyword_id,>,1733#3195952
movie_keyword mk#mk.keyword_id,=,2102#2885
movie_keyword mk#mk.keyword_id,>,117#4360169
movie_keyword mk#mk.keyword_id,>,20724#889836
movie_keyword mk#mk.keyword_id,>,11680#1427668
cast_info ci#ci.person_id,=,2402489#1406
title t#t.kind_id,=,7,t.production_year,<,2003#638430
movie_keyword mk#mk.keyword_id,>,181#4297520
cast_info ci#ci.person_id,>,2639004,ci.role_id,>,4#6561433
cast_info ci#ci.role_id,<,2#12670688
title t#t.kind_id,=,7,t.production_year,<,2011#1221534
movie_keyword mk#mk.keyword_id,<,76#88988
title t#t.kind_id,=,7,t.production_year,<,2007#876037
title t#t.production_year,<,1966#309534
movie_companies mc#mc.company_id,<,62253,mc.company_type_id,<,2#1264441
movie_keyword mk#mk.keyword_id,=,9344#24
movie_companies mc#mc.company_id,<,119167,mc.company_type_id,>,1#1151862
movie_keyword mk#mk.keyword_id,>,3660#2465197
title t#t.kind_id,>,3,t.production_year,>,2002#923009
movie_companies mc#mc.company_id,>,11149,mc.company_type_id,=,2#927775
movie_companies mc#mc.company_id,=,2757,mc.company_type_id,>,1#111
title t#t.kind_id,<,3#753677
movie_keyword mk#mk.keyword_id,>,4589#2293253
title t#t.kind_id,<,7,t.production_year,>,2011#80990
movie_keyword mk#mk.keyword_id,=,1731#986
title t#t.kind_id,>,1,t.production_year,=,1993#21707
cast_info ci#ci.person_id,=,575321#1
cast_info ci#ci.person_id,=,3954550#278
cast_info ci#ci.person_id,<,1026926,ci.role_id,=,9#133856
movie_keyword mk#mk.keyword_id,<,830#873331
cast_info ci#ci.person_id,<,3566909,ci.role_id,>,3#9572305
cast_info ci#ci.person_id,=,3414756#2
title t#t.kind_id,=,2,t.production_year,>,2000#49193
title t#t.kind_id,<,2#662825
movie_companies mc#mc.company_id,<,58316,mc.company_type_id,=,2#714579
cast_info ci#ci.person_id,>,1714973,ci.role_id,>,9#3895226
movie_companies mc#mc.company_id,<,11203,mc.company_type_id,=,1#853403
title t#t.kind_id,>,1,t.production_year,>,2001#1057588
movie_companies mc#mc.company_id,>,6721#1535738
movie_companies mc#mc.company_id,>,188569#53722
movie_keyword mk#mk.keyword_id,=,359#29440
cast_info ci#ci.person_id,>,733417,ci.role_id,>,1#21464772
movie_keyword mk#mk.keyword_id,<,3573#2005765
movie_keyword mk#mk.keyword_id,>,4679#2264915
title t#t.kind_id,=,1,t.production_year,>,2010#98992
title t#t.kind_id,=,2,t.production_year,<,1986#19368
cast_info ci#ci.person_id,>,2799589,ci.role_id,=,4#1157847
title t#t.kind_id,<,7,t.production_year,=,2012#53905
title t#t.kind_id,<,7,t.production_year,=,2004#28113
movie_keyword mk#mk.keyword_id,>,1771#3163871
movie_keyword mk#mk.keyword_id,<,3081#1850473
movie_keyword mk#mk.keyword_id,=,76113#2
movie_keyword mk#mk.keyword_id,=,496#1844
movie_companies mc#mc.company_id,=,26412,mc.company_type_id,=,1#1
title t#t.kind_id,=,7,t.production_year,>,2013#137
cast_info ci#ci.person_id,=,1015306,ci.role_id,<,2#4
movie_keyword mk#mk.keyword_id,<,1524#1211469
movie_companies mc#mc.company_id,>,1924,mc.company_type_id,=,2#1097437
cast_info ci#ci.person_id,<,3096858,ci.role_id,=,1#12670688
movie_keyword mk#mk.keyword_id,>,16053#1166345
movie_keyword mk#mk.keyword_id,=,95498#4
movie_companies mc#mc.company_id,<,65106,mc.company_type_id,=,1#1267877
movie_keyword mk#mk.keyword_id,<,13992#3250907
title t#t.production_year,>,2005#1012920
title t#t.production_year,>,1974#2018703
cast_info ci#ci.person_id,=,2604595#256
cast_info ci#ci.person_id,<,1887996#18939135
movie_keyword mk#mk.keyword_id,<,38936#4068722
cast_info ci#ci.role_id,>,3#12113646
cast_info ci#ci.role_id,=,9#1093558
title t#t.production_year,=,1972#13623
movie_companies mc#mc.company_id,<,13110,mc.company_type_id,<,2#990710
movie_keyword mk#mk.keyword_id,=,37545#65
cast_info ci#ci.person_id,>,2297788#13719975
movie_keyword mk#mk.keyword_id,<,73032#4366117
movie_keyword mk#mk.keyword_id,=,4097#280
movie_keyword mk#mk.keyword_id,<,1302#1143780
movie_keyword mk#mk.keyword_id,=,11325#214
title t#t.production_year,>,1975#2004649
cast_info ci#ci.person_id,<,2827223#27630459
movie_companies mc#mc.company_id,>,317,mc.company_type_id,=,1#941507
title t#t.kind_id,=,7,t.production_year,>,1998#992072
cast_info ci#ci.person_id,=,425967,ci.role_id,>,1#21
cast_info ci#ci.person_id,>,3294241#4168365
movie_keyword mk#mk.keyword_id,>,2887#2742453
movie_keyword mk#mk.keyword_id,=,9679#36
movie_companies mc#mc.company_id,>,160,mc.company_type_id,>,1#1265771
movie_keyword mk#mk.keyword_id,>,9698#1591898
movie_companies mc#mc.company_id,>,632,mc.company_type_id,=,1#855707
movie_keyword mk#mk.keyword_id,<,2405#1583020
title t#t.kind_id,<,7,t.production_year,=,2010#49075
title t#t.production_year,=,2007#119565
movie_companies mc#mc.company_id,=,15344,mc.company_type_id,=,2#68
title t#t.production_year,=,2005#95005
movie_keyword mk#mk.keyword_id,<,7365#2654172
movie_keyword mk#mk.keyword_id,>,21399#858685
movie_companies mc#mc.company_id,>,4626,mc.company_type_id,=,2#1032770
movie_keyword mk#mk.keyword_id,=,34687#57
movie_keyword mk#mk.keyword_id,>,3617#2502815
cast_info ci#ci.person_id,>,1921938#17010333
movie_keyword mk#mk.keyword_id,=,3009#2384
cast_info ci#ci.person_id,>,3412383,ci.role_id,>,6#3584947
title t#t.kind_id,<,7,t.production_year,=,1944#1826
movie_keyword mk#mk.keyword_id,>,3627#2497466
movie_info mi#mi.info_type_id,>,94#900340
movie_companies mc#mc.company_id,<,171,mc.company_type_id,=,2#77964
movie_keyword mk#mk.keyword_id,=,4963#255
cast_info ci#ci.role_id,>,1#23573656
cast_info ci#ci.person_id,<,2088351,ci.role_id,=,2#2761355
movie_keyword mk#mk.keyword_id,>,4777#2251924
movie_keyword mk#mk.keyword_id,<,1167#1117528
movie_keyword mk#mk.keyword_id,>,9396#1613252
cast_info ci#ci.person_id,<,2003048#19942230
movie_companies mc#mc.company_id,=,31618,mc.company_type_id,=,1#3
cast_info ci#ci.person_id,>,624500,ci.role_id,>,1#21765978
movie_keyword mk#mk.keyword_id,=,40091#248
movie_companies mc#mc.company_id,<,50377#1937873
cast_info ci#ci.person_id,=,1310687#105
movie_keyword mk#mk.keyword_id,<,38#31860
movie_keyword mk#mk.keyword_id,>,13383#1313563
movie_keyword mk#mk.keyword_id,<,4843#2283421
movie_companies mc#mc.company_id,=,14002,mc.company_type_id,>,1#1996
movie_keyword mk#mk.keyword_id,>,338#4085328
movie_info mi#mi.info_type_id,=,98#328857
movie_keyword mk#mk.keyword_id,=,45408#163
movie_companies mc#mc.company_id,=,99591,mc.company_type_id,>,1#1
movie_keyword mk#mk.keyword_id,<,337#436224
cast_info ci#ci.person_id,>,2189815#14658963
title t#t.production_year,>,1986#1833367
movie_keyword mk#mk.keyword_id,=,72500#14
movie_keyword mk#mk.keyword_id,<,126#178240
movie_keyword mk#mk.keyword_id,>,3234#2633936
movie_keyword mk#mk.keyword_id,=,299#160
title t#t.production_year,=,2011#160017
movie_keyword mk#mk.keyword_id,>,13527#1302480
movie_keyword mk#mk.keyword_id,>,7134#1896868
movie_keyword mk#mk.keyword_id,<,405#570298
title t#t.kind_id,<,7,t.production_year,<,1991#392019
movie_keyword mk#mk.keyword_id,<,659#734912
cast_info ci#ci.person_id,>,714932#28855984
movie_companies mc#mc.company_id,<,6334,mc.company_type_id,>,1#329610
title t#t.production_year,>,2008#662065
movie_keyword mk#mk.keyword_id,=,1710#419
title t#t.production_year,>,1990#1749032
movie_keyword mk#mk.keyword_id,=,27228#54
title t#t.production_year,<,2001#1074765
movie_companies mc#mc.company_id,>,425#2121774
movie_keyword mk#mk.keyword_id,=,76890#5
movie_keyword mk#mk.keyword_id,<,6591#2570984
movie_keyword mk#mk.keyword_id,=,15837#219
cast_info ci#ci.person_id,<,475738,ci.role_id,>,2#1353904
movie_keyword mk#mk.keyword_id,=,266#4062
movie_keyword mk#mk.keyword_id,<,8088#2786103
title t#t.production_year,=,1996#36509
title t#t.production_year,<,1994#782677
movie_info mi#mi.info_type_id,>,47#1159902
movie_keyword mk#mk.keyword_id,=,7537#289
movie_keyword mk#mk.keyword_id,>,14276#1257671
cast_info ci#ci.person_id,=,527610,ci.role_id,>,1#9
movie_keyword mk#mk.keyword_id,<,1681#1294227
title t#t.production_year,<,1974#423779
movie_keyword mk#mk.keyword_id,<,26607#3813640
movie_keyword mk#mk.keyword_id,=,613#4189
movie_keyword mk#mk.keyword_id,<,171#220327
movie_keyword mk#mk.keyword_id,=,2879#6673
title t#t.production_year,=,2012#164307
movie_companies mc#mc.company_id,>,30022#803601
title t#t.kind_id,>,2,t.production_year,<,2013#1666241
cast_info ci#ci.person_id,<,718120#7420848
movie_keyword mk#mk.keyword_id,=,3328#395
movie_companies mc#mc.company_id,>,302#2180408
cast_info ci#ci.person_id,>,2085262,ci.role_id,<,3#4709370
cast_info ci#ci.person_id,<,1068138,ci.role_id,<,8#9780587
cast_info ci#ci.person_id,<,1155982,ci.role_id,=,10#456094
title t#t.production_year,<,1976#451569
cast_info ci#ci.role_id,=,6#773674
movie_keyword mk#mk.keyword_id,>,797#3685986
cast_info ci#ci.person_id,<,1563038#15816572
movie_companies mc#mc.company_id,<,92#229604
movie_keyword mk#mk.keyword_id,>,12548#1349501
cast_info ci#ci.person_id,<,3447868,ci.role_id,<,10#30879455
movie_keyword mk#mk.keyword_id,>,1748#3183145
cast_info ci#ci.person_id,=,2403955#37
title t#t.production_year,>,2009#533369
cast_info ci#ci.person_id,<,312931,ci.role_id,>,3#659881
